Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,Category,Product,Unit_Price,Quantity,Discount,Sales,Profit,Month,Month_Number,Quarter
ORD00424,2025-04-28,CUST0161,Customer 161,North,Haryana,Accessories,Watch,624,3,0.1,1684.8,301.31,Apr,4,Q2
ORD00199,2025-04-28,CUST0144,Customer 144,East,Odisha,Furniture,Table Lamp,16601,5,0.0,83005.0,12135.37,Apr,4,Q2
ORD00072,2025-05-02,CUST0096,Customer 96,South,Telangana,Technology,Keyboard,37234,3,0.1,100531.8,34044.41,May,5,Q2
ORD00296,2025-05-02,CUST0051,Customer 51,South,Tamil Nadu,Technology,Headphones,27617,3,0.0,82851.0,21782.83,May,5,Q2
ORD00059,2025-05-02,CUST0016,Customer 16,South,Kerala,Office Supplies,Pens,1047,4,0.0,4188.0,1254.06,May,5,Q2
ORD00395,2025-05-02,CUST0018,Customer 18,West,Goa,Technology,Smartphone,15117,1,0.0,15117.0,4241.71,May,5,Q2
ORD00092,2025-05-03,CUST0033,Customer 33,West,Rajasthan,Technology,Laptop,39341,4,0.05,149495.8,29452.15,May,5,Q2
ORD00432,2025-05-05,CUST0093,Customer 93,South,Kerala,Technology,Headphones,34829,4,0.15,118418.6,34608.67,May,5,Q2
ORD00165,2025-05-05,CUST0164,Customer 164,East,Bihar,Office Supplies,Stapler,1877,2,0.2,3003.2,936.62,May,5,Q2
ORD00293,2025-05-06,CUST0146,Customer 146,South,Tamil Nadu,Office Supplies,Stapler,2091,3,0.0,6273.0,2275.78,May,5,Q2
ORD00503,2025-05-07,CUST0150,Customer 150,East,Jharkhand,Technology,Smartphone,7335,4,0.2,23472.0,4824.87,May,5,Q2
ORD00544,2025-05-07,CUST0180,Customer 180,East,Odisha,Office Supplies,Notebook,2380,1,0.2,1904.0,316.76,May,5,Q2
ORD00398,2025-05-08,CUST0048,Customer 48,West,Goa,Furniture,Office Chair,6252,5,0.0,31260.0,9348.94,May,5,Q2
ORD00310,2025-05-08,CUST0143,Customer 143,East,West Bengal,Technology,Keyboard,56020,5,0.1,252090.0,49273.14,May,5,Q2
ORD00085,2025-05-10,CUST0010,Customer 10,South,Kerala,Furniture,Office Chair,17344,2,0.2,27750.4,8398.24,May,5,Q2
ORD00262,2025-05-11,CUST0175,Customer 175,East,Bihar,Office Supplies,Stapler,1467,4,0.0,5868.0,1871.67,May,5,Q2
ORD00003,2025-05-11,CUST0059,Customer 59,North,Punjab,Furniture,Table Lamp,3447,3,0.05,9823.95,1414.89,May,5,Q2
ORD00162,2025-05-11,CUST0146,Customer 146,North,Uttar Pradesh,Office Supplies,Pens,741,5,0.2,2964.0,432.89,May,5,Q2
ORD00247,2025-05-11,CUST0142,Customer 142,South,Kerala,Furniture,Desk,6132,5,0.2,24528.0,7810.52,May,5,Q2
ORD00578,2025-05-12,CUST0097,Customer 97,North,Uttar Pradesh,Office Supplies,File Folder,2454,1,0.0,2454.0,516.97,May,5,Q2
ORD00267,2025-05-14,CUST0137,Customer 137,East,Odisha,Office Supplies,Stapler,1867,5,0.15,7934.75,1775.92,May,5,Q2
ORD00261,2025-05-14,CUST0133,Customer 133,North,Uttar Pradesh,Office Supplies,Printer Paper,306,5,0.0,1530.0,472.53,May,5,Q2
ORD00538,2025-05-14,CUST0112,Customer 112,West,Gujarat,Technology,Laptop,5117,1,0.0,5117.0,1871.87,May,5,Q2
ORD00309,2025-05-15,CUST0019,Customer 19,West,Rajasthan,Office Supplies,Notebook,2391,2,0.15,4064.7,1257.18,May,5,Q2
ORD00026,2025-05-15,CUST0068,Customer 68,North,Delhi,Office Supplies,File Folder,477,5,0.0,2385.0,696.53,May,5,Q2
ORD00513,2025-05-17,CUST0042,Customer 42,East,Odisha,Furniture,Sofa,17941,3,0.05,51131.85,12244.27,May,5,Q2
ORD00555,2025-05-17,CUST0125,Customer 125,West,Goa,Furniture,Table Lamp,17562,4,0.1,63223.2,13875.57,May,5,Q2
ORD00387,2025-05-19,CUST0037,Customer 37,West,Rajasthan,Furniture,Table Lamp,15127,2,0.15,25715.9,7967.51,May,5,Q2
ORD00516,2025-05-20,CUST0007,Customer 7,West,Goa,Furniture,Table Lamp,12280,4,0.0,49120.0,10392.95,May,5,Q2
ORD00558,2025-05-21,CUST0099,Customer 99,North,Punjab,Technology,Laptop,44692,5,0.0,223460.0,73681.6,May,5,Q2
ORD00095,2025-05-21,CUST0104,Customer 104,North,Uttar Pradesh,Office Supplies,Stapler,791,2,0.15,1344.7,461.5,May,5,Q2
ORD00177,2025-05-22,CUST0089,Customer 89,North,Haryana,Accessories,Backpack,5159,4,0.1,18572.4,6096.17,May,5,Q2
ORD00505,2025-05-22,CUST0104,Customer 104,East,West Bengal,Technology,Headphones,56226,4,0.0,224904.0,49565.82,May,5,Q2
ORD00202,2025-05-23,CUST0180,Customer 180,South,Telangana,Accessories,Backpack,1975,2,0.1,3555.0,910.92,May,5,Q2
ORD00058,2025-05-24,CUST0049,Customer 49,South,Karnataka,Office Supplies,Notebook,1629,1,0.1,1466.1,351.52,May,5,Q2
ORD00176,2025-05-25,CUST0034,Customer 34,East,Odisha,Furniture,Sofa,16252,2,0.05,30878.8,11604.13,May,5,Q2
ORD00466,2025-05-25,CUST0008,Customer 8,North,Punjab,Accessories,Backpack,7095,1,0.0,7095.0,2340.11,May,5,Q2
ORD00060,2025-05-25,CUST0178,Customer 178,South,Kerala,Technology,Smartphone,34507,4,0.05,131126.6,41647.39,May,5,Q2
ORD00502,2025-05-26,CUST0125,Customer 125,West,Goa,Technology,Keyboard,47126,5,0.0,235630.0,84456.76,May,5,Q2
ORD00207,2025-05-26,CUST0128,Customer 128,West,Goa,Technology,Monitor,13071,4,0.0,52284.0,13516.77,May,5,Q2
ORD00556,2025-05-26,CUST0121,Customer 121,North,Punjab,Technology,Laptop,9187,5,0.05,43638.25,10669.48,May,5,Q2
ORD00268,2025-05-27,CUST0046,Customer 46,North,Haryana,Office Supplies,Pens,221,4,0.05,839.8,293.15,May,5,Q2
ORD00265,2025-05-28,CUST0066,Customer 66,West,Gujarat,Office Supplies,Stapler,562,4,0.1,2023.2,687.66,May,5,Q2
ORD00191,2025-05-29,CUST0069,Customer 69,North,Punjab,Technology,Keyboard,27360,3,0.15,69768.0,18593.59,May,5,Q2
ORD00209,2025-05-29,CUST0056,Customer 56,West,Rajasthan,Technology,Headphones,31358,1,0.05,29790.1,10100.05,May,5,Q2
ORD00225,2025-05-29,CUST0122,Customer 122,West,Rajasthan,Furniture,Office Chair,16690,1,0.0,16690.0,4163.09,May,5,Q2
ORD00458,2025-05-29,CUST0132,Customer 132,East,Odisha,Office Supplies,Printer Paper,166,1,0.05,157.7,32.31,May,5,Q2
ORD00226,2025-05-30,CUST0104,Customer 104,East,Bihar,Office Supplies,File Folder,2365,4,0.0,9460.0,2868.14,May,5,Q2
ORD00377,2025-05-30,CUST0083,Customer 83,East,West Bengal,Technology,Smartphone,43337,1,0.0,43337.0,6641.97,May,5,Q2
ORD00475,2025-05-31,CUST0117,Customer 117,South,Tamil Nadu,Technology,Smartphone,28556,4,0.05,108512.8,17962.92,May,5,Q2
ORD00593,2025-05-31,CUST0067,Customer 67,South,Telangana,Office Supplies,File Folder,1958,5,0.0,9790.0,1516.12,May,5,Q2
ORD00308,2025-06-01,CUST0042,Customer 42,East,Bihar,Office Supplies,Pens,2447,5,0.05,11623.25,2172.79,Jun,6,Q2
ORD00600,2025-06-01,CUST0168,Customer 168,West,Gujarat,Accessories,Power Bank,3251,3,0.0,9753.0,2667.4,Jun,6,Q2
ORD00396,2025-06-01,CUST0028,Customer 28,West,Gujarat,Furniture,Table Lamp,2994,3,0.0,8982.0,1797.71,Jun,6,Q2
ORD00047,2025-06-01,CUST0177,Customer 177,West,Rajasthan,Technology,Laptop,18706,4,0.05,71082.8,13765.96,Jun,6,Q2
ORD00419,2025-06-02,CUST0061,Customer 61,South,Kerala,Accessories,Watch,5910,3,0.05,16843.5,3540.92,Jun,6,Q2
ORD00295,2025-06-04,CUST0120,Customer 120,East,Bihar,Office Supplies,File Folder,522,3,0.2,1252.8,360.54,Jun,6,Q2
ORD00427,2025-06-04,CUST0062,Customer 62,North,Uttar Pradesh,Office Supplies,Stapler,1850,5,0.2,7400.0,1598.19,Jun,6,Q2
ORD00421,2025-06-04,CUST0170,Customer 170,West,Maharashtra,Furniture,Desk,14932,3,0.15,38076.6,6858.37,Jun,6,Q2
ORD00330,2025-06-05,CUST0122,Customer 122,South,Kerala,Technology,Monitor,20843,2,0.1,37517.4,11448.53,Jun,6,Q2
ORD00319,2025-06-05,CUST0008,Customer 8,North,Uttar Pradesh,Office Supplies,Notebook,2040,5,0.15,8670.0,3122.49,Jun,6,Q2
ORD00411,2025-06-05,CUST0166,Customer 166,North,Uttar Pradesh,Furniture,Office Chair,12926,5,0.0,64630.0,20378.95,Jun,6,Q2
ORD00400,2025-06-05,CUST0131,Customer 131,East,Odisha,Office Supplies,Notebook,2106,2,0.0,4212.0,1590.47,Jun,6,Q2
ORD00567,2025-06-06,CUST0112,Customer 112,East,Jharkhand,Technology,Headphones,33679,3,0.1,90933.3,13023.91,Jun,6,Q2
ORD00091,2025-06-06,CUST0111,Customer 111,North,Punjab,Office Supplies,Printer Paper,1772,1,0.05,1683.4,278.55,Jun,6,Q2
ORD00374,2025-06-06,CUST0024,Customer 24,North,Haryana,Furniture,Bookshelf,11525,2,0.1,20745.0,7499.83,Jun,6,Q2
ORD00175,2025-06-06,CUST0124,Customer 124,North,Uttar Pradesh,Technology,Monitor,5670,2,0.0,11340.0,2320.17,Jun,6,Q2
ORD00203,2025-06-07,CUST0049,Customer 49,South,Kerala,Accessories,Power Bank,4387,2,0.1,7896.6,1722.78,Jun,6,Q2
ORD00129,2025-06-07,CUST0133,Customer 133,South,Kerala,Furniture,Office Chair,11516,1,0.0,11516.0,3395.96,Jun,6,Q2
ORD00248,2025-06-10,CUST0115,Customer 115,West,Rajasthan,Office Supplies,File Folder,1960,5,0.1,8820.0,2611.76,Jun,6,Q2
ORD00235,2025-06-11,CUST0080,Customer 80,South,Telangana,Office Supplies,Stapler,1158,4,0.05,4400.4,1034.81,Jun,6,Q2
ORD00298,2025-06-11,CUST0022,Customer 22,North,Haryana,Technology,Keyboard,46323,5,0.0,231615.0,57234.21,Jun,6,Q2
ORD00105,2025-06-11,CUST0166,Customer 166,South,Tamil Nadu,Furniture,Table Lamp,13042,3,0.05,37169.7,11709.25,Jun,6,Q2
ORD00416,2025-06-12,CUST0091,Customer 91,South,Telangana,Accessories,USB Cable,6873,5,0.15,29210.25,4106.06,Jun,6,Q2
ORD00452,2025-06-13,CUST0115,Customer 115,West,Maharashtra,Technology,Smartphone,57763,4,0.05,219499.4,35316.7,Jun,6,Q2
ORD00046,2025-06-13,CUST0075,Customer 75,West,Maharashtra,Furniture,Desk,1112,4,0.05,4225.6,624.46,Jun,6,Q2
ORD00168,2025-06-13,CUST0123,Customer 123,North,Delhi,Furniture,Desk,2813,3,0.1,7595.1,2293.37,Jun,6,Q2
ORD00379,2025-06-15,CUST0129,Customer 129,West,Rajasthan,Office Supplies,Notebook,2173,2,0.1,3911.4,1284.82,Jun,6,Q2
ORD00362,2025-06-16,CUST0088,Customer 88,East,Odisha,Furniture,Table Lamp,7963,3,0.1,21500.1,7540.36,Jun,6,Q2
ORD00521,2025-06-18,CUST0087,Customer 87,South,Kerala,Office Supplies,Stapler,2344,2,0.1,4219.2,1466.23,Jun,6,Q2
ORD00139,2025-06-18,CUST0033,Customer 33,West,Maharashtra,Furniture,Desk,8014,4,0.15,27247.6,4682.48,Jun,6,Q2
ORD00189,2025-06-19,CUST0026,Customer 26,East,West Bengal,Accessories,Power Bank,4866,2,0.0,9732.0,2855.51,Jun,6,Q2
ORD00034,2025-06-19,CUST0125,Customer 125,South,Telangana,Technology,Headphones,23877,2,0.15,40590.9,12986.64,Jun,6,Q2
ORD00381,2025-06-19,CUST0147,Customer 147,West,Gujarat,Office Supplies,Pens,1351,4,0.1,4863.6,1103.82,Jun,6,Q2
ORD00568,2025-06-21,CUST0104,Customer 104,West,Rajasthan,Office Supplies,Stapler,1622,3,0.2,3892.8,1275.86,Jun,6,Q2
ORD00302,2025-06-22,CUST0118,Customer 118,South,Kerala,Technology,Monitor,54082,3,0.15,137909.1,28503.83,Jun,6,Q2
ORD00337,2025-06-23,CUST0049,Customer 49,West,Maharashtra,Accessories,USB Cable,6957,4,0.05,26436.6,9661.23,Jun,6,Q2
ORD00565,2025-06-23,CUST0152,Customer 152,North,Uttar Pradesh,Accessories,Watch,1163,5,0.0,5815.0,2134.66,Jun,6,Q2
ORD00170,2025-06-24,CUST0001,Customer 1,West,Goa,Furniture,Table Lamp,11252,4,0.05,42757.6,10033.96,Jun,6,Q2
ORD00104,2025-06-24,CUST0029,Customer 29,South,Tamil Nadu,Furniture,Bookshelf,10392,3,0.0,31176.0,6044.2,Jun,6,Q2
ORD00145,2025-06-24,CUST0022,Customer 22,West,Maharashtra,Office Supplies,Notebook,553,3,0.15,1410.15,200.76,Jun,6,Q2
ORD00415,2025-06-25,CUST0008,Customer 8,East,Bihar,Office Supplies,File Folder,2458,1,0.05,2335.1,849.65,Jun,6,Q2
ORD00134,2025-06-27,CUST0177,Customer 177,North,Punjab,Accessories,Power Bank,5890,3,0.05,16786.5,4263.64,Jun,6,Q2
ORD00043,2025-06-28,CUST0084,Customer 84,East,Jharkhand,Office Supplies,Notebook,1767,4,0.05,6714.6,1514.89,Jun,6,Q2
ORD00368,2025-06-28,CUST0057,Customer 57,East,Odisha,Technology,Smartphone,21652,3,0.15,55212.6,7969.53,Jun,6,Q2
ORD00041,2025-06-29,CUST0023,Customer 23,South,Karnataka,Furniture,Office Chair,6581,2,0.15,11187.7,1870.55,Jun,6,Q2
ORD00029,2025-06-30,CUST0099,Customer 99,North,Uttar Pradesh,Accessories,Power Bank,6114,5,0.15,25984.5,7203.83,Jun,6,Q2
ORD00329,2025-07-01,CUST0163,Customer 163,North,Uttar Pradesh,Technology,Laptop,25672,3,0.05,73165.2,18479.7,Jul,7,Q3
ORD00465,2025-07-01,CUST0022,Customer 22,North,Delhi,Furniture,Table Lamp,11050,1,0.0,11050.0,2667.12,Jul,7,Q3
ORD00497,2025-07-01,CUST0027,Customer 27,East,Jharkhand,Technology,Headphones,16416,2,0.1,29548.8,11190.21,Jul,7,Q3
ORD00560,2025-07-02,CUST0179,Customer 179,East,Bihar,Accessories,Power Bank,2494,1,0.0,2494.0,751.06,Jul,7,Q3
ORD00223,2025-07-02,CUST0032,Customer 32,East,Jharkhand,Office Supplies,File Folder,1329,3,0.0,3987.0,1409.03,Jul,7,Q3
ORD00237,2025-07-02,CUST0019,Customer 19,West,Goa,Accessories,Power Bank,681,5,0.0,3405.0,1025.7,Jul,7,Q3
ORD00464,2025-07-03,CUST0122,Customer 122,North,Haryana,Office Supplies,File Folder,685,1,0.0,685.0,131.73,Jul,7,Q3
ORD00451,2025-07-03,CUST0083,Customer 83,South,Kerala,Technology,Headphones,43030,4,0.05,163514.0,36494.36,Jul,7,Q3
ORD00138,2025-07-05,CUST0081,Customer 81,East,West Bengal,Technology,Monitor,39201,5,0.05,186204.75,44283.61,Jul,7,Q3
ORD00483,2025-07-06,CUST0075,Customer 75,South,Tamil Nadu,Technology,Laptop,26559,1,0.0,26559.0,4623.68,Jul,7,Q3
ORD00437,2025-07-06,CUST0071,Customer 71,South,Telangana,Office Supplies,Stapler,306,2,0.0,612.0,129.96,Jul,7,Q3
ORD00522,2025-07-07,CUST0050,Customer 50,West,Maharashtra,Technology,Laptop,14229,3,0.0,42687.0,14921.76,Jul,7,Q3
ORD00579,2025-07-07,CUST0032,Customer 32,North,Punjab,Furniture,Desk,11100,4,0.0,44400.0,8886.62,Jul,7,Q3
ORD00007,2025-07-07,CUST0082,Customer 82,North,Haryana,Accessories,USB Cable,1128,5,0.05,5358.0,794.8,Jul,7,Q3
ORD00115,2025-07-09,CUST0053,Customer 53,West,Goa,Technology,Headphones,9846,2,0.15,16738.2,4678.24,Jul,7,Q3
ORD00214,2025-07-10,CUST0160,Customer 160,East,West Bengal,Office Supplies,File Folder,243,1,0.0,243.0,60.38,Jul,7,Q3
ORD00557,2025-07-10,CUST0109,Customer 109,East,Bihar,Accessories,Power Bank,7747,5,0.0,38735.0,6540.77,Jul,7,Q3
ORD00361,2025-07-10,CUST0153,Customer 153,East,Odisha,Technology,Keyboard,56106,5,0.05,266503.5,51335.06,Jul,7,Q3
ORD00241,2025-07-11,CUST0069,Customer 69,East,Bihar,Accessories,Watch,5718,5,0.05,27160.5,7484.26,Jul,7,Q3
ORD00366,2025-07-12,CUST0083,Customer 83,West,Maharashtra,Accessories,USB Cable,5247,1,0.05,4984.65,1247.28,Jul,7,Q3
ORD00501,2025-07-13,CUST0164,Customer 164,South,Kerala,Furniture,Desk,12371,3,0.1,33401.7,6235.22,Jul,7,Q3
ORD00025,2025-07-13,CUST0099,Customer 99,South,Karnataka,Office Supplies,Pens,2280,5,0.0,11400.0,3496.52,Jul,7,Q3
ORD00353,2025-07-14,CUST0156,Customer 156,West,Gujarat,Technology,Headphones,45725,1,0.05,43438.75,13428.74,Jul,7,Q3
ORD00035,2025-07-15,CUST0008,Customer 8,North,Delhi,Accessories,Wallet,3374,4,0.0,13496.0,3110.91,Jul,7,Q3
ORD00245,2025-07-15,CUST0107,Customer 107,North,Haryana,Accessories,USB Cable,2893,2,0.15,4918.1,1704.52,Jul,7,Q3
ORD00581,2025-07-15,CUST0146,Customer 146,South,Telangana,Furniture,Sofa,1618,3,0.0,4854.0,1221.31,Jul,7,Q3
ORD00260,2025-07-15,CUST0059,Customer 59,North,Uttar Pradesh,Office Supplies,Printer Paper,326,3,0.1,880.2,314.82,Jul,7,Q3
ORD00418,2025-07-16,CUST0160,Customer 160,West,Goa,Technology,Smartphone,32126,3,0.0,96378.0,14917.45,Jul,7,Q3
ORD00583,2025-07-17,CUST0009,Customer 9,West,Gujarat,Accessories,Power Bank,6132,4,0.2,19622.4,6882.54,Jul,7,Q3
ORD00238,2025-07-17,CUST0047,Customer 47,North,Haryana,Technology,Keyboard,47226,1,0.15,40142.1,9063.46,Jul,7,Q3
ORD00172,2025-07-17,CUST0037,Customer 37,East,West Bengal,Technology,Smartphone,26819,2,0.0,53638.0,18810.5,Jul,7,Q3
ORD00246,2025-07-18,CUST0143,Customer 143,South,Telangana,Technology,Headphones,15489,3,0.2,37173.6,9128.34,Jul,7,Q3
ORD00180,2025-07-18,CUST0088,Customer 88,East,West Bengal,Accessories,Wallet,1071,1,0.0,1071.0,244.99,Jul,7,Q3
ORD00054,2025-07-21,CUST0159,Customer 159,South,Kerala,Accessories,USB Cable,2060,5,0.05,9785.0,2062.48,Jul,7,Q3
ORD00461,2025-07-22,CUST0040,Customer 40,West,Rajasthan,Technology,Headphones,57761,2,0.0,115522.0,43598.62,Jul,7,Q3
ORD00184,2025-07-22,CUST0080,Customer 80,East,Odisha,Accessories,Power Bank,2088,5,0.15,8874.0,2853.56,Jul,7,Q3
ORD00349,2025-07-22,CUST0154,Customer 154,North,Uttar Pradesh,Furniture,Office Chair,14888,4,0.0,59552.0,15398.37,Jul,7,Q3
ORD00158,2025-07-23,CUST0009,Customer 9,West,Gujarat,Accessories,Power Bank,7167,1,0.0,7167.0,1792.39,Jul,7,Q3
ORD00442,2025-07-24,CUST0132,Customer 132,North,Uttar Pradesh,Furniture,Table Lamp,16616,2,0.1,29908.8,6862.31,Jul,7,Q3
ORD00358,2025-07-25,CUST0030,Customer 30,South,Tamil Nadu,Furniture,Sofa,3449,5,0.1,15520.5,2855.35,Jul,7,Q3
ORD00204,2025-07-25,CUST0014,Customer 14,West,Goa,Office Supplies,Pens,152,5,0.0,760.0,260.75,Jul,7,Q3
ORD00436,2025-07-27,CUST0040,Customer 40,East,West Bengal,Technology,Monitor,32579,2,0.0,65158.0,17106.96,Jul,7,Q3
ORD00454,2025-07-27,CUST0048,Customer 48,East,Bihar,Technology,Headphones,33751,1,0.15,28688.35,9622.76,Jul,7,Q3
ORD00159,2025-07-27,CUST0062,Customer 62,West,Goa,Accessories,Watch,4456,3,0.05,12699.6,2811.73,Jul,7,Q3
ORD00447,2025-07-27,CUST0052,Customer 52,North,Delhi,Furniture,Table Lamp,3396,1,0.1,3056.4,608.54,Jul,7,Q3
ORD00423,2025-07-28,CUST0064,Customer 64,West,Maharashtra,Office Supplies,Printer Paper,2320,4,0.0,9280.0,2235.23,Jul,7,Q3
ORD00426,2025-07-28,CUST0168,Customer 168,West,Goa,Accessories,Watch,4132,4,0.0,16528.0,4601.39,Jul,7,Q3
ORD00569,2025-07-28,CUST0161,Customer 161,East,West Bengal,Technology,Headphones,10081,4,0.05,38307.8,11726.41,Jul,7,Q3
ORD00552,2025-07-30,CUST0126,Customer 126,North,Delhi,Accessories,USB Cable,4836,2,0.15,8221.2,1946.23,Jul,7,Q3
ORD00511,2025-07-31,CUST0131,Customer 131,West,Maharashtra,Office Supplies,File Folder,2315,3,0.1,6250.5,2195.83,Jul,7,Q3
ORD00074,2025-08-02,CUST0045,Customer 45,North,Uttar Pradesh,Technology,Smartphone,17482,1,0.0,17482.0,4624.43,Aug,8,Q3
ORD00252,2025-08-02,CUST0063,Customer 63,South,Telangana,Office Supplies,Stapler,1039,5,0.0,5195.0,1562.39,Aug,8,Q3
ORD00360,2025-08-02,CUST0162,Customer 162,West,Rajasthan,Technology,Smartphone,32686,1,0.0,32686.0,7490.84,Aug,8,Q3
ORD00577,2025-08-02,CUST0170,Customer 170,North,Haryana,Technology,Headphones,56305,1,0.05,53489.75,13740.71,Aug,8,Q3
ORD00217,2025-08-02,CUST0021,Customer 21,East,Jharkhand,Technology,Smartphone,57803,3,0.05,164738.55,47325.47,Aug,8,Q3
ORD00097,2025-08-02,CUST0092,Customer 92,West,Gujarat,Office Supplies,File Folder,2008,3,0.1,5421.6,844.42,Aug,8,Q3
ORD00121,2025-08-03,CUST0080,Customer 80,North,Uttar Pradesh,Accessories,Backpack,465,3,0.1,1255.5,234.06,Aug,8,Q3
ORD00111,2025-08-03,CUST0086,Customer 86,South,Kerala,Furniture,Sofa,13580,2,0.05,25802.0,3702.89,Aug,8,Q3
ORD00103,2025-08-03,CUST0063,Customer 63,South,Kerala,Furniture,Table Lamp,10616,1,0.0,10616.0,3244.41,Aug,8,Q3
ORD00430,2025-08-04,CUST0108,Customer 108,West,Rajasthan,Technology,Headphones,52969,2,0.05,100641.1,36909.78,Aug,8,Q3
ORD00173,2025-08-04,CUST0179,Customer 179,South,Karnataka,Technology,Headphones,35197,4,0.0,140788.0,20162.08,Aug,8,Q3
ORD00304,2025-08-04,CUST0052,Customer 52,South,Kerala,Technology,Headphones,30735,2,0.05,58396.5,14868.53,Aug,8,Q3
ORD00562,2025-08-04,CUST0059,Customer 59,West,Rajasthan,Furniture,Table Lamp,7799,3,0.05,22227.15,3530.49,Aug,8,Q3
ORD00220,2025-08-08,CUST0135,Customer 135,South,Telangana,Furniture,Table Lamp,9664,2,0.0,19328.0,6963.47,Aug,8,Q3
ORD00439,2025-08-08,CUST0077,Customer 77,West,Maharashtra,Furniture,Table Lamp,2395,3,0.0,7185.0,1745.88,Aug,8,Q3
ORD00352,2025-08-09,CUST0023,Customer 23,South,Kerala,Accessories,Power Bank,1123,4,0.05,4267.4,1411.98,Aug,8,Q3
ORD00215,2025-08-09,CUST0034,Customer 34,South,Kerala,Furniture,Sofa,5419,4,0.1,19508.4,3617.55,Aug,8,Q3
ORD00110,2025-08-10,CUST0119,Customer 119,North,Uttar Pradesh,Office Supplies,Pens,475,4,0.1,1710.0,481.78,Aug,8,Q3
ORD00272,2025-08-10,CUST0142,Customer 142,South,Karnataka,Technology,Laptop,63866,5,0.0,319330.0,98359.84,Aug,8,Q3
ORD00232,2025-08-11,CUST0162,Customer 162,North,Delhi,Technology,Laptop,41572,1,0.1,37414.8,7426.71,Aug,8,Q3
ORD00339,2025-08-11,CUST0134,Customer 134,East,Bihar,Technology,Monitor,45805,2,0.05,87029.5,29305.1,Aug,8,Q3
ORD00594,2025-08-12,CUST0043,Customer 43,West,Gujarat,Office Supplies,Printer Paper,2006,1,0.0,2006.0,611.25,Aug,8,Q3
ORD00306,2025-08-13,CUST0073,Customer 73,South,Telangana,Furniture,Sofa,2563,4,0.0,10252.0,2320.56,Aug,8,Q3
ORD00338,2025-08-14,CUST0052,Customer 52,East,Jharkhand,Technology,Laptop,48664,3,0.0,145992.0,40913.66,Aug,8,Q3
ORD00233,2025-08-15,CUST0111,Customer 111,East,Jharkhand,Technology,Headphones,10796,4,0.1,38865.6,6502.72,Aug,8,Q3
ORD00057,2025-08-15,CUST0080,Customer 80,North,Delhi,Accessories,Power Bank,3183,5,0.2,12732.0,4612.66,Aug,8,Q3
ORD00327,2025-08-15,CUST0149,Customer 149,East,Jharkhand,Office Supplies,Stapler,619,1,0.15,526.15,163.64,Aug,8,Q3
ORD00119,2025-08-17,CUST0171,Customer 171,South,Karnataka,Technology,Laptop,19223,2,0.05,36523.7,13213.4,Aug,8,Q3
ORD00386,2025-08-18,CUST0085,Customer 85,West,Goa,Accessories,Power Bank,3067,5,0.15,13034.75,2957.47,Aug,8,Q3
ORD00167,2025-08-19,CUST0166,Customer 166,North,Delhi,Office Supplies,Printer Paper,632,4,0.05,2401.6,570.86,Aug,8,Q3
ORD00448,2025-08-20,CUST0136,Customer 136,West,Gujarat,Technology,Keyboard,58615,3,0.0,175845.0,50794.52,Aug,8,Q3
ORD00515,2025-08-20,CUST0116,Customer 116,West,Gujarat,Furniture,Bookshelf,5537,1,0.1,4983.3,819.73,Aug,8,Q3
ORD00414,2025-08-20,CUST0178,Customer 178,West,Gujarat,Technology,Monitor,21343,1,0.15,18141.55,3026.95,Aug,8,Q3
ORD00276,2025-08-20,CUST0047,Customer 47,East,Bihar,Technology,Keyboard,50878,1,0.0,50878.0,17321.01,Aug,8,Q3
ORD00078,2025-08-21,CUST0145,Customer 145,West,Maharashtra,Technology,Smartphone,4796,4,0.05,18224.8,5372.21,Aug,8,Q3
ORD00331,2025-08-21,CUST0027,Customer 27,South,Tamil Nadu,Technology,Laptop,33445,5,0.0,167225.0,48191.02,Aug,8,Q3
ORD00051,2025-08-23,CUST0042,Customer 42,North,Delhi,Office Supplies,Notebook,1289,2,0.05,2449.1,408.88,Aug,8,Q3
ORD00140,2025-08-23,CUST0100,Customer 100,West,Gujarat,Technology,Monitor,21870,3,0.1,59049.0,20190.91,Aug,8,Q3
ORD00152,2025-08-24,CUST0131,Customer 131,East,Bihar,Technology,Monitor,16451,1,0.0,16451.0,3889.04,Aug,8,Q3
ORD00012,2025-08-25,CUST0052,Customer 52,North,Punjab,Furniture,Bookshelf,13083,4,0.15,44482.2,14241.86,Aug,8,Q3
ORD00455,2025-08-25,CUST0144,Customer 144,North,Punjab,Furniture,Table Lamp,17267,4,0.0,69068.0,20586.27,Aug,8,Q3
ORD00279,2025-08-25,CUST0093,Customer 93,North,Delhi,Technology,Headphones,43804,1,0.1,39423.6,10536.41,Aug,8,Q3
ORD00357,2025-08-27,CUST0047,Customer 47,East,Bihar,Technology,Headphones,11379,4,0.0,45516.0,9302.84,Aug,8,Q3
ORD00117,2025-08-27,CUST0054,Customer 54,West,Rajasthan,Furniture,Table Lamp,3411,5,0.05,16202.25,5107.29,Aug,8,Q3
ORD00305,2025-08-27,CUST0179,Customer 179,South,Karnataka,Furniture,Bookshelf,16009,3,0.05,45625.65,8276.29,Aug,8,Q3
ORD00128,2025-08-27,CUST0062,Customer 62,West,Maharashtra,Technology,Monitor,9636,4,0.1,34689.6,5908.25,Aug,8,Q3
